idx,batch,type,class,priority,english,garo,confidence,discrepancy_codes,discrepancy_detail,nv_refs,rule_refs,owner_directive,native_cited
9464,19,PHRASE,A,P2,five village,Song dambonga,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'five village',,,True,True
9465,19,PHRASE,A,P2,six village,Song damdok,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'six village',,,True,True
9466,19,PHRASE,A,P2,seven village,Song damsni,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'seven village',,,True,True
9467,19,PHRASE,A,P2,eight village,Song damchet,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eight village',,,True,True
9468,19,PHRASE,A,P2,nine village,Song damsku,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nine village',,,True,True
9469,19,PHRASE,A,P2,ten village,Song damchiking,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'ten village',,,True,True
9470,19,PHRASE,A,P2,eleven village,Song damChi·sa,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eleven village',,,True,True
9471,19,PHRASE,A,P2,twelve village,Song damChi·gni,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'twelve village',,,True,True
9472,19,PHRASE,A,P2,thirteen village,Song damChi·gittam,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'thirteen village',,,True,True
9473,19,PHRASE,A,P2,fourteen village,Song damChi·bri,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'fourteen village',,,True,True
9474,19,PHRASE,A,P2,fifteen village,Song damChi·bonga,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'fifteen village',,,True,True
9475,19,PHRASE,A,P2,sixteen village,Song damChi·dok,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'sixteen village',,,True,True
9476,19,PHRASE,A,P2,seventeen village,Song damChi·sni,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'seventeen village',,,True,True
9477,19,PHRASE,A,P2,eighteen village,Song damChi·chet,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eighteen village',,,True,True
9478,19,PHRASE,A,P2,nineteen village,Song damChi·sku,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nineteen village',,,True,True
9479,19,PHRASE,A,P2,twenty village,Song damKolgrik,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'twenty village',,,True,True
9480,19,PHRASE,A,P2,one road,Rama dilsa,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'one road',,,True,True
9481,19,PHRASE,A,P2,two road,Rama dilgni,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'two road',,,True,True
9482,19,PHRASE,A,P2,three road,Rama dilgittam,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'three road',,,True,True
9483,19,PHRASE,A,P2,four road,Rama dilbri,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'four road',,,True,True
9484,19,PHRASE,A,P2,five road,Rama dilbonga,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'five road',,,True,True
9485,19,PHRASE,A,P2,six road,Rama dildok,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'six road',,,True,True
9486,19,PHRASE,A,P2,seven road,Rama dilsni,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'seven road',,,True,True
9487,19,PHRASE,A,P2,eight road,Rama dilchet,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eight road',,,True,True
9488,19,PHRASE,A,P2,nine road,Rama dilsku,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nine road',,,True,True
9489,19,PHRASE,A,P2,ten road,Rama dilchiking,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'ten road',,,True,True
9490,19,PHRASE,A,P2,eleven road,Rama dilChi·sa,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eleven road',,,True,True
9491,19,PHRASE,A,P2,twelve road,Rama dilChi·gni,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'twelve road',,,True,True
9492,19,PHRASE,A,P2,thirteen road,Rama dilChi·gittam,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'thirteen road',,,True,True
9493,19,PHRASE,A,P2,fourteen road,Rama dilChi·bri,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'fourteen road',,,True,True
9494,19,PHRASE,A,P2,fifteen road,Rama dilChi·bonga,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'fifteen road',,,True,True
9495,19,PHRASE,A,P2,sixteen road,Rama dilChi·dok,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'sixteen road',,,True,True
9496,19,PHRASE,A,P2,seventeen road,Rama dilChi·sni,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'seventeen road',,,True,True
9497,19,PHRASE,A,P2,eighteen road,Rama dilChi·chet,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eighteen road',,,True,True
9498,19,PHRASE,A,P2,nineteen road,Rama dilChi·sku,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nineteen road',,,True,True
9499,19,PHRASE,A,P2,twenty road,Rama dilKolgrik,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'twenty road',,,True,True
9500,20,PHRASE,A,P2,one banana,Te·rik ge·sa,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'one banana',,,True,True
9501,20,PHRASE,A,P2,two banana,Te·rik ge·gni,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'two banana',,,True,True
9502,20,PHRASE,A,P2,three banana,Te·rik ge·gittam,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'three banana',,,True,True
9503,20,PHRASE,A,P2,four banana,Te·rik ge·bri,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'four banana',,,True,True
9504,20,PHRASE,A,P2,five banana,Te·rik ge·bonga,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'five banana',,,True,True
9505,20,PHRASE,A,P2,six banana,Te·rik ge·dok,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'six banana',,,True,True
9506,20,PHRASE,A,P2,seven banana,Te·rik ge·sni,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'seven banana',,,True,True
9507,20,PHRASE,A,P2,eight banana,Te·rik ge·chet,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eight banana',,,True,True
9508,20,PHRASE,A,P2,nine banana,Te·rik ge·sku,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nine banana',,,True,True
9509,20,PHRASE,A,P2,ten banana,Te·rik ge·chiking,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'ten banana',,,True,True
9510,20,PHRASE,A,P2,eleven banana,Te·rik ge·Chi·sa,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eleven banana',,,True,True
9511,20,PHRASE,A,P2,twelve banana,Te·rik ge·Chi·gni,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'twelve banana',,,True,True
9512,20,PHRASE,A,P2,thirteen banana,Te·rik ge·Chi·gittam,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'thirteen banana',,,True,True
9513,20,PHRASE,A,P2,fourteen banana,Te·rik ge·Chi·bri,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'fourteen banana',,,True,True
9514,20,PHRASE,A,P2,fifteen banana,Te·rik ge·Chi·bonga,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'fifteen banana',,,True,True
9515,20,PHRASE,A,P2,sixteen banana,Te·rik ge·Chi·dok,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'sixteen banana',,,True,True
9516,20,PHRASE,A,P2,seventeen banana,Te·rik ge·Chi·sni,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'seventeen banana',,,True,True
9517,20,PHRASE,A,P2,eighteen banana,Te·rik ge·Chi·chet,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eighteen banana',,,True,True
9518,20,PHRASE,A,P2,nineteen banana,Te·rik ge·Chi·sku,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nineteen banana',,,True,True
9519,20,PHRASE,A,P2,twenty banana,Te·rik ge·Kolgrik,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'twenty banana',,,True,True
9520,20,PHRASE,A,P2,one car,Gari bolsa,verified_high,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'one car' | notes explicitly flag an unresolved tension/contradiction,,,True,True
9521,20,PHRASE,A,P2,two car,Gari bolgni,verified_high,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'two car' | notes explicitly flag an unresolved tension/contradiction,,,True,True
9522,20,PHRASE,A,P2,three car,Gari bolgittam,verified_high,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'three car' | notes explicitly flag an unresolved tension/contradiction,,,True,True
9523,20,PHRASE,A,P2,four car,Gari bolbri,verified_high,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'four car' | notes explicitly flag an unresolved tension/contradiction,,,True,True
9524,20,PHRASE,A,P2,five car,Gari bolbonga,verified_high,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'five car' | notes explicitly flag an unresolved tension/contradiction,,,True,True
9525,20,PHRASE,A,P2,six car,Gari boldok,verified_high,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'six car' | notes explicitly flag an unresolved tension/contradiction,,,True,True
9526,20,PHRASE,A,P2,seven car,Gari bolsni,verified_high,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'seven car' | notes explicitly flag an unresolved tension/contradiction,,,True,True
9527,20,PHRASE,A,P2,eight car,Gari bolchet,verified_high,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eight car' | notes explicitly flag an unresolved tension/contradiction,,,True,True
9528,20,PHRASE,A,P2,nine car,Gari bolsku,verified_high,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nine car' | notes explicitly flag an unresolved tension/contradiction,,,True,True
9529,20,PHRASE,A,P2,ten car,Gari bolchiking,verified_high,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'ten car' | notes explicitly flag an unresolved tension/contradiction,,,True,True
9530,20,PHRASE,A,P2,eleven car,Gari bolChi·sa,verified_high,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eleven car' | notes explicitly flag an unresolved tension/contradiction,,,True,True
9531,20,PHRASE,A,P2,twelve car,Gari bolChi·gni,verified_high,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'twelve car' | notes explicitly flag an unresolved tension/contradiction,,,True,True
9532,20,PHRASE,A,P2,thirteen car,Gari bolChi·gittam,verified_high,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'thirteen car' | notes explicitly flag an unresolved tension/contradiction,,,True,True
9533,20,PHRASE,A,P2,fourteen car,Gari bolChi·bri,verified_high,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'fourteen car' | notes explicitly flag an unresolved tension/contradiction,,,True,True
9534,20,PHRASE,A,P2,fifteen car,Gari bolChi·bonga,verified_high,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'fifteen car' | notes explicitly flag an unresolved tension/contradiction,,,True,True
9535,20,PHRASE,A,P2,sixteen car,Gari bolChi·dok,verified_high,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'sixteen car' | notes explicitly flag an unresolved tension/contradiction,,,True,True
9536,20,PHRASE,A,P2,seventeen car,Gari bolChi·sni,verified_high,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'seventeen car' | notes explicitly flag an unresolved tension/contradiction,,,True,True
9537,20,PHRASE,A,P2,eighteen car,Gari bolChi·chet,verified_high,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eighteen car' | notes explicitly flag an unresolved tension/contradiction,,,True,True
9538,20,PHRASE,A,P2,nineteen car,Gari bolChi·sku,verified_high,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nineteen car' | notes explicitly flag an unresolved tension/contradiction,,,True,True
9539,20,PHRASE,A,P2,twenty car,Gari bolKolgrik,verified_high,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'twenty car' | notes explicitly flag an unresolved tension/contradiction,,,True,True
9540,20,PHRASE,A,P2,one teacher,Skigipa saksa,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'one teacher',,,True,True
9541,20,PHRASE,A,P2,two teacher,Skigipa sakgni,verified_high,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'two teacher' | 2 distinct English glosses under Garo form 'Skigipa sakgni',,,True,True
9542,20,PHRASE,A,P2,three teacher,Skigipa sakgittam,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'three teacher',,,True,True
9543,20,PHRASE,A,P2,four teacher,Skigipa sakbri,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'four teacher',,,True,True
9544,20,PHRASE,A,P2,five teacher,Skigipa sakbonga,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'five teacher',,,True,True
9545,20,PHRASE,A,P2,six teacher,Skigipa sakdok,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'six teacher',,,True,True
9546,20,PHRASE,A,P2,seven teacher,Skigipa saksni,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'seven teacher',,,True,True
9547,20,PHRASE,A,P2,eight teacher,Skigipa sakchet,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eight teacher',,,True,True
9548,20,PHRASE,A,P2,nine teacher,Skigipa saksku,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nine teacher',,,True,True
9549,20,PHRASE,A,P2,ten teacher,Skigipa sakchiking,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'ten teacher',,,True,True
9550,20,PHRASE,A,P2,eleven teacher,Skigipa sakChi·sa,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eleven teacher',,,True,True
9551,20,PHRASE,A,P2,twelve teacher,Skigipa sakChi·gni,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'twelve teacher',,,True,True
9552,20,PHRASE,A,P2,thirteen teacher,Skigipa sakChi·gittam,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'thirteen teacher',,,True,True
9553,20,PHRASE,A,P2,fourteen teacher,Skigipa sakChi·bri,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'fourteen teacher',,,True,True
9554,20,PHRASE,A,P2,fifteen teacher,Skigipa sakChi·bonga,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'fifteen teacher',,,True,True
9555,20,PHRASE,A,P2,sixteen teacher,Skigipa sakChi·dok,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'sixteen teacher',,,True,True
9556,20,PHRASE,A,P2,seventeen teacher,Skigipa sakChi·sni,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'seventeen teacher',,,True,True
9557,20,PHRASE,A,P2,eighteen teacher,Skigipa sakChi·chet,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eighteen teacher',,,True,True
9558,20,PHRASE,A,P2,nineteen teacher,Skigipa sakChi·sku,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nineteen teacher',,,True,True
9559,20,PHRASE,A,P2,twenty teacher,Skigipa sakKolgrik,verified_high,D5;D1,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'twenty teacher',,,True,True
9560,20,PHRASE,B,,one bunch of bananas,Te·rik akkasa,verified_high,,,,,True,True
9561,20,PHRASE,A,P2,one student,Chattro saksa,verified_high,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'one student' | 2 distinct English glosses under Garo form 'Chattro saksa',NV-073,,True,True
9562,20,PHRASE,A,P2,two student,Chattro sakgni,verified_high,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'two student' | 4 distinct English glosses under Garo form 'Chattro sakgni',NV-073,,True,True
9563,20,PHRASE,A,P2,three student,Chattro sakgittam,verified_high,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'three student' | 4 distinct English glosses under Garo form 'Chattro sakgittam',NV-073,,True,True
9564,20,PHRASE,A,P2,four student,Chattro sakbri,verified_high,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'four student' | 2 distinct English glosses under Garo form 'Chattro sakbri',NV-073,,True,True
9565,20,PHRASE,A,P2,five student,Chattro sakbonga,verified_high,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'five student' | 2 distinct English glosses under Garo form 'Chattro sakbonga',NV-073,,True,True
9566,20,PHRASE,A,P2,six student,Chattro sakdok,verified_high,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'six student' | 2 distinct English glosses under Garo form 'Chattro sakdok',NV-073,,True,True
9567,20,PHRASE,A,P2,seven student,Chattro saksni,verified_high,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'seven student' | 2 distinct English glosses under Garo form 'Chattro saksni',NV-073,,True,True
9568,20,PHRASE,A,P2,eight student,Chattro sakchet,verified_high,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eight student' | 2 distinct English glosses under Garo form 'Chattro sakchet',NV-073,,True,True
9569,20,PHRASE,A,P2,nine student,Chattro saksku,verified_high,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nine student' | 2 distinct English glosses under Garo form 'Chattro saksku',NV-073,,True,True
9570,20,PHRASE,A,P2,ten student,Chattro sakchiking,verified_high,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'ten student' | 2 distinct English glosses under Garo form 'Chattro sakchiking',NV-073,,True,True
9571,20,PHRASE,A,P2,eleven student,Chattro sakChi·sa,verified_high,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eleven student' | 2 distinct English glosses under Garo form 'Chattro sakChi·sa',NV-073,,True,True
9572,20,PHRASE,A,P2,twelve student,Chattro sakChi·gni,verified_high,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'twelve student' | 2 distinct English glosses under Garo form 'Chattro sakChi·gni',NV-073,,True,True
9573,20,PHRASE,A,P2,thirteen student,Chattro sakChi·gittam,verified_high,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'thirteen student' | 2 distinct English glosses under Garo form 'Chattro sakChi·gittam',NV-073,,True,True
9574,20,PHRASE,A,P2,fourteen student,Chattro sakChi·bri,verified_high,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'fourteen student' | 2 distinct English glosses under Garo form 'Chattro sakChi·bri',NV-073,,True,True
9575,20,PHRASE,A,P2,fifteen student,Chattro sakChi·bonga,verified_high,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'fifteen student' | 2 distinct English glosses under Garo form 'Chattro sakChi·bonga',NV-073,,True,True
9576,20,PHRASE,A,P2,sixteen student,Chattro sakChi·dok,verified_high,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'sixteen student' | 2 distinct English glosses under Garo form 'Chattro sakChi·dok',NV-073,,True,True
9577,20,PHRASE,A,P2,seventeen student,Chattro sakChi·sni,verified_high,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'seventeen student' | 2 distinct English glosses under Garo form 'Chattro sakChi·sni',NV-073,,True,True
9578,20,PHRASE,A,P2,eighteen student,Chattro sakChi·chet,verified_high,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eighteen student' | 2 distinct English glosses under Garo form 'Chattro sakChi·chet',NV-073,,True,True
9579,20,PHRASE,A,P2,nineteen student,Chattro sakChi·sku,verified_high,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nineteen student' | 2 distinct English glosses under Garo form 'Chattro sakChi·sku',NV-073,,True,True
9580,20,PHRASE,A,P2,twenty student,Chattro sakKolgrik,verified_high,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'twenty student' | 2 distinct English glosses under Garo form 'Chattro sakKolgrik',NV-073,,True,True
9581,20,PHRASE,A,P2,one coin,tangka bisil gong·sa,verified_high,D5;D1;D4,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'one coin' | notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9582,20,PHRASE,UNRESOLVED,P2,two coins,tangka bisil gong·gni,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9583,20,PHRASE,UNRESOLVED,P2,three coins,tangka bisil gong·gittam,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9584,20,PHRASE,UNRESOLVED,P2,four coins,tangka bisil gong·bri,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9585,20,PHRASE,A,P2,five coins,tangka bisil gong·bonga,verified_high,D5;D1;D4,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'five coins' | notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9586,20,PHRASE,UNRESOLVED,P2,six coins,tangka bisil gong·dok,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9587,20,PHRASE,UNRESOLVED,P2,seven coins,tangka bisil gong·sni,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9588,20,PHRASE,UNRESOLVED,P2,eight coins,tangka bisil gong·chet,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9589,20,PHRASE,UNRESOLVED,P2,nine coins,tangka bisil gong·sku,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9590,20,PHRASE,UNRESOLVED,P2,ten coins,tangka bisil gong·chiking,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9591,20,PHRASE,UNRESOLVED,P2,eleven coins,tangka bisil gong·Chi·sa,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9592,20,PHRASE,UNRESOLVED,P2,twelve coins,tangka bisil gong·Chi·gni,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9593,20,PHRASE,UNRESOLVED,P2,thirteen coins,tangka bisil gong·Chi·gittam,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9594,20,PHRASE,UNRESOLVED,P2,fourteen coins,tangka bisil gong·Chi·bri,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9595,20,PHRASE,UNRESOLVED,P2,fifteen coins,tangka bisil gong·Chi·bonga,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9596,20,PHRASE,UNRESOLVED,P2,sixteen coins,tangka bisil gong·Chi·dok,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9597,20,PHRASE,UNRESOLVED,P2,seventeen coins,tangka bisil gong·Chi·sni,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9598,20,PHRASE,UNRESOLVED,P2,eighteen coins,tangka bisil gong·Chi·chet,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9599,20,PHRASE,UNRESOLVED,P2,nineteen coins,tangka bisil gong·Chi·sku,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9600,20,PHRASE,UNRESOLVED,P2,twenty coins,tangka bisil gong·Kolgrik,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9601,20,PHRASE,A,P2,one house,nok te·sa,verified_high,D5;D1;D4,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'one house' | notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9602,20,PHRASE,A,P2,two houses,nok te·gni,verified_high,D5;D1;D4,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'two houses' | notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9603,20,PHRASE,A,P2,three houses,nok te·gittam,verified_high,D5;D1;D4,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'three houses' | notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9604,20,PHRASE,A,P2,four houses,nok te·bri,verified_high,D5;D1;D4,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'four houses' | notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9605,20,PHRASE,A,P2,five houses,nok te·bonga,verified_high,D5;D1;D4,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'five houses' | notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9606,20,PHRASE,A,P2,six houses,nok te·dok,verified_high,D5;D1;D4,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'six houses' | notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9607,20,PHRASE,A,P2,seven houses,nok te·sni,verified_high,D5;D1;D4,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'seven houses' | notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
