cluster_id,normalized_english,row_index,english,garo,confidence,category,pos,classifier,duplicate_kind,notes
"782","gossip","9225","gossip","aganjojoa","verified_high","general","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-21 (NV-089, Thangseng relay via Tridip, WhatsApp transcript 2026-08-21 afternoon; see docs/THANGSENG_RELAY_TABLE_20260821B.md) (simplified spelling)"
"783","grab","4326","grab","rim·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:sik-a"
"783","grab","4327","grab","sik·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"784","grass","4333","grass","a·gal","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:sam"
"784","grass","4334","grass","sam","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"785","groan","4342","groan","chot·chot·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:gek-gek-a / ma·-am-a"
"785","groan","4343","groan","gek·gek·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"785","groan","4344","groan","ma·am·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"786","grub","4351","grub","bi·jong","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:jong·-men"
"786","grub","4352","grub","jong·men","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"787","guard","4353","guard","dongtim·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:gat / ni-rok-a"
"787","guard","4354","guard","gat","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"787","guard","4355","guard","ni·rok·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"788","guardian","4356","guardian","dongtim·gip·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:gar-jen"
"788","guardian","4357","guardian","gar·jen","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"789","gun","4360","gun","bon·duk","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:chan-dal / sil-ai"
"789","gun","4361","gun","chan·dal","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"789","gun","4362","gun","sil·ai","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"790","hairless","4367","hairless","ka·kil·ang","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:ko-ka-rok"
"790","hairless","4368","hairless","ko·ka·rok","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"791","half way","4370","half way","bik·bi·grik","unverified","numbers","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:jang-chi"
"791","half way","4371","half way","jang·chi","unverified","numbers","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"792","handle","4373","handle","bi·pong","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:ga·-pong / rim·-a / rim·-chak-ra"
"792","handle","4374","handle","ga·pong","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"792","handle","4375","handle","rim·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"792","handle","4376","handle","rim·chak·ra","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"793","hang","4378","hang","ding·de·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:ka-ding-de-a / ring-ri-a / sring-a"
"793","hang","4379","hang","ka·ding·de·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"793","hang","4380","hang","ring·ri·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"793","hang","4381","hang","sring·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"794","happy","4385","happy","han·seng·a","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-085 (2026-08-20): not selected; native-confirmed 'happy' = kusi (Thangseng, WhatsApp transcript letter B). Retained per citation discipline, not deleted."
"794","happy","9191","happy","kusi","superseded","emotions","","","multiple-Garo candidate group","SUPERSEDED — NV-095 (2026-08-23, Thangseng final reconciliation relay): native gave a different final value for this English key; retained per citation discipline, not deleted. Not authoritative for compile."
"794","happy","9318","happy","kusi ong·a","verified_high","general","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-23 (NV-095, Thangseng final reconciliation relay via Project Owner: ""CLAUDE A — FINAL NATIVE DATA RECONCILIATION"") Reconfirmed via NV-097 (2026-08-28, Thangseng relay), which adds an explicit grammatical note not previously on record: 'happy' has no separate predicate form — the adjective+ong·a construction is invariant (e.g. 'He is happy.' = 'Ua kusi ong·a.', same as attributive use)."
"795","headman","4393","headman","mat·bor","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:nok-ma / sko-tong"
"795","headman","4394","headman","nok·ma","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"795","headman","4395","headman","sko·tong","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"796","heavy","4399","heavy","chrim·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:je·-et-je·-et"
"796","heavy","4400","heavy","je·et·je·et","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"797","help","4404","help","chak·a","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — NV-095 (2026-08-23, Thangseng final reconciliation relay): native gave a different final value for this English key; retained per citation discipline, not deleted. Not authoritative for compile."
"797","help","9292","help","dakchaka","verified_high","general","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-23 (NV-095, Thangseng final reconciliation relay via Project Owner: ""CLAUDE A — FINAL NATIVE DATA RECONCILIATION"")"
"798","hide","4410","hide","don·u·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:kat-nap-a / nap-sik-a"
"798","hide","4411","hide","katnap·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"798","hide","4412","hide","nap·sik·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"799","hill","4416","hill","ha·bri","unverified","travel","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:ha·-chik / ha·-sak-a"
"799","hill","4417","hill","ha·chik","unverified","travel","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"799","hill","4418","hill","ha·sak·a","unverified","travel","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"800","hinder","4421","hinder","chang·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:peng·-a"
"800","hinder","4422","hinder","peng·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"801","hit","4423","hit","dok·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:nang-a"
"801","hit","4424","hit","nang·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"802","hoarse","4426","hoarse","git·ok·srang·ja","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:seo·-seo-e bol-a / su-del-a"
"802","hoarse","4427","hoarse","seo·seo·e bol·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"802","hoarse","4428","hoarse","su·del·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"803","hold","4429","hold","ol·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:rim·-a / sik-a / tom-a"
"803","hold","4430","hold","rim·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"803","hold","4431","hold","sik·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"803","hold","4432","hold","tom·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"804","hole","4434","hole","ha·gop","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:ha·-kil-ok / ha·-kol"
"804","hole","4435","hole","ha·kil·ok","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"804","hole","4436","hole","ha·kol","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"805","homesick","4439","homesick","ru·ang·ru·ang","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:sim-bra-a"
"805","homesick","4440","homesick","sim·bra·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"806","hook","4442","hook","bor·si","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:ket-a"
"806","hook","4443","hook","ket·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"807","hornet","4445","hornet","ong","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH"
"807","hornet","9902","hornet","Bija wal","","","n.","","multiple-Garo candidate group","Bija wal, N. a hornet"
"808","hot","4447","hot","ding·a","verified_high","uncategorized","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-21 (NV-089, Thangseng relay via Tridip, WhatsApp transcript 2026-08-21 afternoon; see docs/THANGSENG_RELAY_TABLE_20260821B.md) — promoted from prior UNVERIFIED/HIGH candidate, exact match confirmed."
"808","hot","4448","hot","gek·gek","rejected","uncategorized","","","multiple-Garo candidate group","REJECTED (2026-07-25, NV-034, direct native answer) - not a valid translation for 'hot'. Retained per this project's citation discipline (nothing deleted), not removed. See the 'jroa' entry below for the confirmed resolution: ding·a is the actual heat/temperature word."
"808","hot","4449","hot","jroa","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH CORRECTED 2026-07-25 (direct native answer): no raka (was jro·a, now jroa). Also corrected: refers to the burning/spicy SENSATION, not heat itself (ding·a is the confirmed word for actual heat/temperature, NV-033) - kept as a lower-confidence entry, not the primary 'hot' translation. Also a homonym with jroa='to swim' (unrelated word, same spelling)."
"809","husband","4462","husband","ang·se","unverified","family","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:bu-ra / se"
"809","husband","4463","husband","bu·ra","unverified","family","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"809","husband","4464","husband","se","unverified","family","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"810","husk","4465","husk","bi·kil·ap","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH"
"810","husk","7211","husk","Cha·che","superseded","","n.","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'husk' has VERIFIED/HIGH form(s) ['bi·kil·ap']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"811","husks","4467","husks","bi·gra","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:cha·-che"
"811","husks","4468","husks","cha·che","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"812","immediately","4471","immediately","teng·kap teng·kap","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH"
"812","immediately","6752","immediately","Bakan","superseded","","adj.","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'immediately' has VERIFIED/HIGH form(s) ['teng·kap teng·kap']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"812","immediately","7938","Immediately","Kamaka","","","adv.","","multiple-Garo candidate group","Typo 'rushly' (for rushingly/hastily) preserved."
"813","important","4474","important","bil·ong·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:mong-song"
"813","important","4475","important","mong·song","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"814","improve","4477","improve","gri·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:jom-a gri-a / nam-et-a"
"814","improve","4478","improve","jom·a gri·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"814","improve","4479","improve","nam·et·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"815","inclined","4485","inclined","gok·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:gong·-a"
"815","inclined","4486","inclined","gong·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"816","inconsistent","4489","inconsistent","rip·eng·dam·beng","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:rong-ret-a / ru-ra-ga-ra"
"816","inconsistent","4490","inconsistent","rong·ret·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"816","inconsistent","4491","inconsistent","ru·ra·ga·ra","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"817","increase","4492","increase","ba·ri·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:bang·-rik-rik-a / bat-a / jal-a"
"817","increase","4493","increase","bang·rik·rik·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"817","increase","4494","increase","bat·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"817","increase","4495","increase","jal·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"818","infant","4498","infant","a·wa git·chak","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:a-wa / gen-da"
"818","infant","4499","infant","a·wa","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"818","infant","4500","infant","gen·da","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"819","inform","4501","inform","a·gan·e don·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:a-gan-e ron·-a / in-et-a / ja-nap-a"
"819","inform","4502","inform","a·gan·e ron·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"819","inform","4503","inform","in·et·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"819","inform","4504","inform","ja·nap·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"820","insert","4512","insert","jot·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:-jrot- / jot-ket-a / pot-a"
"820","insert","4513","insert","·jrot·","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"820","insert","4514","insert","jot·ket·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"820","insert","4515","insert","pot·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"821","insult","4519","insult","in·tat·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:je-a / sa-wi-a"
"821","insult","4520","insult","je·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"821","insult","4521","insult","sa·wi·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"822","intend","4524","intend","mang·sok·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:mang-song-a"
"822","intend","4525","intend","mang·song·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"823","jackal","4537","jackal","bel","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:si·-ol"
"823","jackal","4538","jackal","si·ol","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"824","join","4541","join","chap·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:rit-chu-a"
"824","join","4542","join","rit·chu·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"825","joke","4545","joke","bo·bru·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:bu·-rok-a / re-jil-a / rong-kal-a"
"825","joke","4546","joke","bu·rok·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"825","joke","4547","joke","re·jil·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"825","joke","4548","joke","rong·kal·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"826","jungle","4553","jungle","bring","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH"
"826","jungle","7181","Jungle","Burung","superseded","","n.","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'jungle' has VERIFIED/HIGH form(s) ['bring']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"826","jungle","7182","Jungle","Burung·bolgrim","superseded","","n.","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'jungle' has VERIFIED/HIGH form(s) ['bring']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"827","keep","4555","keep","ra·rik·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:rak-ki-a"
"827","keep","4556","keep","rak·ki·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"828","kill","4559","kill","ma·ri·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:si-et-a / so·-ot-a"
"828","kill","4560","kill","si·et·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"828","kill","4561","kill","so·ot·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"829","kind","4563","kind","jat","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:ro-kom"
"829","kind","4564","kind","ro·kom","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"830","kinsman","4566","kinsman","ang·bak","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:chat-chi"
"830","kinsman","4567","kinsman","chat·chi","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"831","kiss","4568","kiss","ku·chot·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:ku·-dim-a"
"831","kiss","4569","kiss","ku·dim·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"832","kitchen","4570","kitchen","pak·nok","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:ran-a"
"832","kitchen","4571","kitchen","ran·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"832","kitchen","6800","kitchen","Babilsi","superseded","","n.","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'kitchen' has VERIFIED/HIGH form(s) ['pak·nok', 'ran·a']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"833","kneel","4574","kneel","ja·sku·ting·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:ting-a"
"833","kneel","4575","kneel","ting·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"834","knock","4576","knock","dok·kak·kak·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:dok-tok-tok-a"
"834","knock","4577","knock","dok·tok·tok·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"835","laborer","4581","laborer","cha·kol","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:ka-mil-a"
"835","laborer","4582","laborer","ka·mil·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"836","ladle","4585","ladle","a·ta·sil","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:brak / pong / sat-a"
"836","ladle","4586","ladle","brak","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"836","ladle","4587","ladle","pong","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"836","ladle","4588","ladle","sat·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"837","lame","4589","lame","kong·dep·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:o-chol"
"837","lame","4590","lame","o·chol","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"838","land","4592","land","ha·","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:ha·-ga"
"838","land","4593","land","ha·ga","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"838","land","9232","land","a·a","verified_high","general","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-21 (NV-089, Thangseng relay via Tridip, WhatsApp transcript 2026-08-21 afternoon; see docs/THANGSENG_RELAY_TABLE_20260821B.md) — existing ha·/ha·ga left untouched, may be a distinct register/sense (soil vs. territory)."
"839","land measure","4595","land measure","pa·ki","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:sot-tang-so"
"839","land measure","4596","land measure","sot·tang·so","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"840","langur","4599","langur","ha·mak rang·gol","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:rang-gol"
"840","langur","4600","langur","rang·gol","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"841","large","4601","large","dal·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:-ma"
"841","large","4602","large","·ma","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"842","latrine","4605","latrine","ki·dik","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:pai-ka-na"
"842","latrine","4606","latrine","pai·ka·na","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"843","layers","4608","layers","chap·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:git-dap-a / mit-dap"
"843","layers","4609","layers","git·dap·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"843","layers","4610","layers","mit·dap","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"844","lead","4611","lead","dil·a","verified_high","uncategorized","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-21 (NV-089, Thangseng relay via Tridip, WhatsApp transcript 2026-08-21 afternoon; see docs/THANGSENG_RELAY_TABLE_20260821B.md) — promoted from prior UNVERIFIED/HIGH candidate, exact match confirmed."
"844","lead","4612","lead","si·sa","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"845","leak","4613","leak","ga·ak·ro·rot·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:gip-u-a / ru-rot-a / sel-a"
"845","leak","4614","leak","gip·u·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"845","leak","4615","leak","ru·rot·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"845","leak","4616","leak","sel·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"846","leech","4623","leech","el·u","unverified","animals","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:ru-at"
"846","leech","4624","leech","ru·at","unverified","animals","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"847","legal case","4625","legal case","gro","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:kap-pa gro / ma-mil-a / sal-iis"
"847","legal case","4626","legal case","kap·pa gro","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"847","legal case","4627","legal case","ma·mil·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"847","legal case","4628","legal case","sal·iis","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"848","lend","4629","lend","bot·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:jin-ang"
"848","lend","4630","lend","jin·ang","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"849","let go","4635","let go","rim·sik·ok·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:tap-skot-a"
"849","let go","4636","let go","tap·skot·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"850","level","4640","level","min·ik·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:so-man"
"850","level","4641","level","so·man","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"851","lift","4646","lift","chil·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:de·-a / de·-gat-a / de·-tom-brot-a"
"851","lift","4647","lift","de·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"851","lift","4648","lift","de·gat·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"851","lift","4649","lift","de·tom·brot·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"852","like","4653","like","mik·cha·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:-git-a / nam-nik-a / sin-a"
"852","like","4654","like","·git·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"852","like","4655","like","nam·nik·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"852","like","4656","like","sin·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"853","lime","4659","lime","chun","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:ka-go-ji / le-bu / te·-mat-chu"
"853","lime","4660","lime","ka·go·ji","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"853","lime","4661","lime","le·bu","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"853","lime","4662","lime","te·mat·chu","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"854","limp","4663","limp","ja·ding·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:kong-dep-a / le-la-le-la"
"854","limp","4664","limp","kong·dep·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"854","limp","4665","limp","le·la·le·la","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
